CommentID,VideoID,VideoTitle,AuthorName,AuthorChannelID,CommentText,Sentiment,Likes,Replies,PublishedAt,CountryCode,CategoryID,CommentTextWithContext
UghkeI8mdUyQNXgCoAEC,Z1ktxiqyiLA,Node.js Login System With Passport - Part 1,@joelroblin4665,UCrIOH90gX2cJssevswzLoGQ,Awesome work and helpful tutorial! Question about using mongodb. Not many hosting services support it. What is the best approach to getting a site like this on a live shared hosting server while using mongodb? Or is it best to convert code to connect to mysql? Thanks!,Neutral,0,0,2017-03-03 22:46:30,US,27,Video Title: Node.js Login System With Passport - Part 1. Comment: Awesome work and helpful tutorial! Question about using mongodb. Not many hosting services support it. What is the best approach to getting a site like this on a live shared hosting server while using mongodb? Or is it best to convert code to connect to mysql? Thanks!
Ugy-Woow_7Wb-R1Z7Tt4AaABAg,jDyfxPUiUBQ,Squid Game Season 2 | The Frontman Edit | #squidgame #edit #shorts,@bindiyalakra1812,UC0cJnwpYjWZ5JpelVbseHjg,Last  time 😢😢😢,Neutral,0,0,2025-01-15 14:33:17,NZ,1,Video Title: Squid Game Season 2 | The Frontman Edit | #squidgame #edit #shorts. Comment: Last  time 😢😢😢
Ugxih_t64gSV_tmTnKV4AaABAg,Bz6ch8wdnjc,🚨 EMERGENCY ALERT! Liberal Party Drops NUCLEAR BOMBSHELL On Justin Trudeau,@shadetreetoolman2047,UCmVCUO34ssqdR6fxEiB-UZA,Canadians Need Pierre Poilievre,Positive,99,10,2025-01-11 06:36:46,CA,25,Video Title: 🚨 EMERGENCY ALERT! Liberal Party Drops NUCLEAR BOMBSHELL On Justin Trudeau. Comment: Canadians Need Pierre Poilievre
UgxoGig4EuiFC-LCnOx4AaABAg,QL3cu0RWF80,Augmented Reality Is The Future Of Football Helmets 🪖👀,@Jefff72,UCFyVBHOSYAkrzkGhEvbkNEQ,That's cool!  My sister is deaf.,Positive,0,0,2025-01-03 08:11:28,US,28,Video Title: Augmented Reality Is The Future Of Football Helmets 🪖👀. Comment: That's cool!  My sister is deaf.
UgyNoTCsLqEHD06RPk54AaABAg,W3P3rT0j2gQ,Reading minds through body language | Lynne Franklin | TEDxNaperville,@SharonGallant-uw1yo,UCOMCfuDjWb7z31dcabmB4lw,I'm not psycho It was a  psychotic break down yucky doddle,Neutral,0,0,2024-11-03 16:11:30,US,25,Video Title: Reading minds through body language | Lynne Franklin | TEDxNaperville. Comment: I'm not psycho It was a  psychotic break down yucky doddle
UgzqqOrYIP3qzjysWF94AaABAg,xAvTgCsCHLs,How to create a new element in DOM | chai aur #javascript,@umairidrees3021,UCbJt3nyIb3g3uBI2ENCRIVw,Love from Pakistan🥰,Neutral,0,0,2024-08-31 14:31:37,IN,27,Video Title: How to create a new element in DOM | chai aur #javascript. Comment: Love from Pakistan🥰
UgwGC4eoxnZCUxXp8dZ4AaABAg_aug,rVzx1t5liGY,This is nothing short of amazing 🤯With @aius085,AugmentedUser,AugmentedCID,Very Ribet (noisy/complicated).,Negative,0,0,2025-02-04 04:12:16,IE,26,Video Title: This is nothing short of amazing 🤯With @aius085. Comment: Very Ribet (noisy/complicated).
UgxlOvuVjFkkAM48z-l4AaABAg_aug,IdoCZYDnpcQ,That’s real cat #cat #shorts,AugmentedUser,AugmentedCID,"GO AHEAD, IDIOT! WHO HAS YOU OVER THERE?",Negative,0,0,2025-02-04 12:42:47,US,15,"Video Title: That’s real cat #cat #shorts. Comment: GO AHEAD, IDIOT! WHO HAS YOU OVER THERE?"
UgxkWYJ_IMrIG5avIyp4AaABAg,DcjNkHtDj8A,DOM introduction in javascript | chai aur #javascript,@sasukegaming3591,UCtCVzP-QksWnW708q5_vvYw,"hello sir i'm watching this series after 2 month and now i'm learning a lot about JavaScript. thank you sir, this channel is my favourite channel now.",Positive,7,0,2023-08-24 17:26:11,IN,27,"Video Title: DOM introduction in javascript | chai aur #javascript. Comment: hello sir i'm watching this series after 2 month and now i'm learning a lot about JavaScript. thank you sir, this channel is my favourite channel now."
UgyHTGqv9ANnTxpbELt4AaABAg,CzG-q8-zWuc,Russia refuses to hand back more than 500 leased airplanes | DW News,@i_wonder_y,UC0ltQ_QOjrySctV5rPRLyag,"Wait, I thought sitting on all assets, including gold reserves, yachts and private jets that belong to Russians by the West follows the same concept🤔 doesn’t this mean acts of theft are both ways? I mean similar news such as this could be aired in Russia too",Negative,123,22,2022-03-29 21:10:43,DE,25,"Video Title: Russia refuses to hand back more than 500 leased airplanes | DW News. Comment: Wait, I thought sitting on all assets, including gold reserves, yachts and private jets that belong to Russians by the West follows the same concept🤔 doesn’t this mean acts of theft are both ways? I mean similar news such as this could be aired in Russia too"
UgybwDVi2xmCW3G5ztl4AaABAg,ZWqlHCPql24,Sheriff Of Baghdad's BEST House Safety Hacks,@justinpaul8160,UChIZAoA1IBxydWJfTM1AEmg,Shrek is a beast.  True warrior 🪖,Neutral,0,0,2025-01-12 01:35:34,IE,24,Video Title: Sheriff Of Baghdad's BEST House Safety Hacks. Comment: Shrek is a beast.  True warrior 🪖
UgxcFDw25gVgrrFye594AaABAg,ONwjYOrCBV0,Joe Rogan’s chilling LA wildfire prediction resurfaces,@ScottButler-q1h,UCvK1x2lQiL1Yr21f-2zzWLA,"Right place?
Fire started in three 'right places' at the same time... Seems a little 'fishy'",Negative,1,0,2025-01-14 11:45:21,NZ,25,"Video Title: Joe Rogan’s chilling LA wildfire prediction resurfaces. Comment: Right place?
Fire started in three 'right places' at the same time... Seems a little 'fishy'"
UgxXP3gvXmQbkhFXfid4AaABAg_aug,L4UTIsnY3-Q,Label-Less Living | Dr Amanda Foo-Ryland | TEDxDerryLondonderry,AugmentedUser,AugmentedCID,"I understand her point, but sadly, it's not always simple for everyone to dismiss the labels imposed by others",Neutral,0,0,2025-02-05 10:21:43,US,25,"Video Title: Label-Less Living | Dr Amanda Foo-Ryland | TEDxDerryLondonderry. Comment: I understand her point, but sadly, it's not always simple for everyone to dismiss the labels imposed by others"
UgzS4ixz-M_MbvTEnjR4AaABAg,EenMiF1QDuI,Do you have any Questions for me? Interview Qs,@sakshisahu1339,UCd-LjKb9b0nUSJywnU-nFpA,"Please prepare the computer teacher interview questions in this topics 👇🏻
Java
Python
C++
Difference between computer nd super computer 
Network
Lan
Wan
Local area network",Neutral,2,0,2024-09-22 08:59:11,IN,27,"Video Title: Do you have any Questions for me? Interview Qs. Comment: Please prepare the computer teacher interview questions in this topics 👇🏻
Java
Python
C++
Difference between computer nd super computer 
Network
Lan
Wan
Local area network"
Ugx0EtJbpKIS7BoYEQZ4AaABAg,6ulOqOkZHA0,"I have no choice but to accept this offer - IRAQ 🇮🇶 at night | S8, EP27",@davidbrierley1126,UCiWwAkEmZsyOyIkGTZ3VXiA,Please wear your gloves at all times. As a motorcyclist with 62 years experience I know how much damage can be done to your hands in the event of a very uncomplicated off.,Neutral,0,0,2025-01-14 12:23:55,IE,2,"Video Title: I have no choice but to accept this offer - IRAQ 🇮🇶 at night | S8, EP27. Comment: Please wear your gloves at all times. As a motorcyclist with 62 years experience I know how much damage can be done to your hands in the event of a very uncomplicated off."
Ugxa6WJdZKSA2j_qagl4AaABAg,3a8dScJg6O0,I Was The FIRST To Game On The RTX 5090 - NVIDIA 50 Series Announcement,@adennis200,UCrk14uhqTrkB85bMm2BjPyw,"Ok wait, Im not soo familiar with Linus to judge what he means when he says ""the 5090 is not the card to worry about""
Compared to the 4090 I know that its barely noticable or in othr words: not worth the update.
If youre not comming from a 40s series at all but rather a 30s or 20s, well then its different.",Neutral,0,0,2025-01-14 12:40:49,IE,20,"Video Title: I Was The FIRST To Game On The RTX 5090 - NVIDIA 50 Series Announcement. Comment: Ok wait, Im not soo familiar with Linus to judge what he means when he says ""the 5090 is not the card to worry about""
Compared to the 4090 I know that its barely noticable or in othr words: not worth the update.
If youre not comming from a 40s series at all but rather a 30s or 20s, well then its different."
Ugy6X6BE3F8V32qA3YZ4AaABAg,0inUSlM8pI8,Buh-bye Spotify,@dbmandrake,UCO_NuvYNvPKs7tzEE_rqaWg,"I quit Spotify for Tidal about three years ago mainly as I was tired of waiting for them to offer lossless - three years after I left they still don’t have it so I made the right choice! I trialed both Qobuz and Tidal but ended up choosing Tidal as Quobuz was missing a lot of the music I had on Spotify at least at the time and Apple Music and Amazon didn’t offer lossless yet.

I used Spotify connect extensively in the living room and now use Tidal connect. I’ve been pretty happy with Tidal and haven’t looked back.",Positive,0,0,2025-01-12 09:11:05,AU,28,"Video Title: Buh-bye Spotify. Comment: I quit Spotify for Tidal about three years ago mainly as I was tired of waiting for them to offer lossless - three years after I left they still don’t have it so I made the right choice! I trialed both Qobuz and Tidal but ended up choosing Tidal as Quobuz was missing a lot of the music I had on Spotify at least at the time and Apple Music and Amazon didn’t offer lossless yet.

I used Spotify connect extensively in the living room and now use Tidal connect. I’ve been pretty happy with Tidal and haven’t looked back."
UgwVYrC1edjgEbqGKS94AaABAg,IAuGmcl2wDw,Jon Stewart Visibly SHOCKED At Trump’s Descent Into Madness | The Kyle Kulinski Show,@JonnieLittle-x5z,UCiiyjpUhmwDjgKX6IZQ2HCQ,Freak,Negative,0,0,2024-11-03 16:02:24,US,25,Video Title: Jon Stewart Visibly SHOCKED At Trump’s Descent Into Madness | The Kyle Kulinski Show. Comment: Freak
UgwkIcNlNiVGIYHx-Gh4AaABAg,wjYnzkAhcNk,Find the Duplicate Number - Floyd's Cycle Detection - Leetcode 287 - Python,@interviewprep6827,UCs4lEzQP8NyIsNk76yqPfNg,This is the only explanation of Floyd's algorithm that I could understand... Thanks for this video...,Positive,105,2,2021-06-16 18:00:10,US,27,Video Title: Find the Duplicate Number - Floyd's Cycle Detection - Leetcode 287 - Python. Comment: This is the only explanation of Floyd's algorithm that I could understand... Thanks for this video...
Ugy4HHle5GthoP4sWf94AaABAg,SLwpqD8n3d0,What is a REST API?,@majia,UCf6AZXeTCxu4t16Hia1PraA,This was the most lucid explanation of Restful APIs I've watched. Thank you so much Mosh.,Positive,1,0,2018-10-27 12:43:26,AU,27,Video Title: What is a REST API?. Comment: This was the most lucid explanation of Restful APIs I've watched. Thank you so much Mosh.
UgyShq_dSq3BityUcU94AaABAg,OeBYlJSbTQU,Jon Stewart Unpacks The NOLA and Cybertruck Attacks & An Unusually Civil Jan. 6 | The Daily Show,@rev.rachel,UCY2dnBR6E7c73johY_b3saw,"Okay I know this is not the main point of the monologue, but can we take a moment to appreciate, “once again, a mob of angry white has descended upon the Capitol”?

That joke was gold 😂",Positive,0,0,2025-01-10 04:39:00,US,25,"Video Title: Jon Stewart Unpacks The NOLA and Cybertruck Attacks & An Unusually Civil Jan. 6 | The Daily Show. Comment: Okay I know this is not the main point of the monologue, but can we take a moment to appreciate, “once again, a mob of angry white has descended upon the Capitol”?

That joke was gold 😂"
UgwCHy7lCrAUfgLlWcF4AaABAg,XiZde5v_UbY,Trump’s MSG Rally BACKFIRES Spectacularly! | The Kyle Kulinski Show,@craigs1661,UCoqTybmmLyKoAC88QT82oLw,You can tell a bad 'comedian' from a good 1 when he laughs at his own 'jokes' to encourage others to laugh as well .. say goodbye to ur career Tony after the rally !!!!,Negative,0,0,2024-10-31 04:22:34,US,25,Video Title: Trump’s MSG Rally BACKFIRES Spectacularly! | The Kyle Kulinski Show. Comment: You can tell a bad 'comedian' from a good 1 when he laughs at his own 'jokes' to encourage others to laugh as well .. say goodbye to ur career Tony after the rally !!!!
Ugz0r-xtR9jtBiQiRlp4AaABAg,ssc6kbBtLCk,"NEW Xbox ""Sebile"" Controller Just Got LEAKED!",@oakallz,UCVT264sYX8UC5XnLY0FpbQQ,Probably $250,Neutral,0,0,2025-01-06 20:58:03,AU,28,"Video Title: NEW Xbox ""Sebile"" Controller Just Got LEAKED!. Comment: Probably $250"
UgzD9HNaDx_0aOIRvgN4AaABAg,_HnYWN89wGk,The odds of this happening 😂,@Ataleay,UCsQEJs14SDATxgTb6Cdwtgg,My anxiety went 📈 before realizing theres two rails 😂,Positive,0,0,2025-01-11 16:19:34,CA,26,Video Title: The odds of this happening 😂. Comment: My anxiety went 📈 before realizing theres two rails 😂
UgxSrcLCg9oQJAsP8T14AaABAg,Rx6RPA_cEpM,McEnany: Biden’s press conference ‘most delusional’ I’ve ever seen,@darrenmiller6927,UCo7peF_ItWVoFdP7zGLjaIA,"You are one of my all time favorite news people.  Use I do like Lester Holt and Anderson Cooper, right now.  You are my favorite at Fox news.  I appreciate you guys and check in for balance.  I am always extra pleased when you ate the lead.  I truly think you are one of the all time greats.  You are the best of the news people, second to none.  Thanks for all your hard work, and all you do for us, the real people, the little people just trying to get the real news and find balance in this craziness that's been going on in this sometimes wicked world.  God bless you, prayers to you and your family, and all your people there at FOX news.  Stay strong you guys, man do we need you guys right now.",Positive,0,0,2022-01-24 17:59:01,CA,25,"Video Title: McEnany: Biden’s press conference ‘most delusional’ I’ve ever seen. Comment: You are one of my all time favorite news people.  Use I do like Lester Holt and Anderson Cooper, right now.  You are my favorite at Fox news.  I appreciate you guys and check in for balance.  I am always extra pleased when you ate the lead.  I truly think you are one of the all time greats.  You are the best of the news people, second to none.  Thanks for all your hard work, and all you do for us, the real people, the little people just trying to get the real news and find balance in this craziness that's been going on in this sometimes wicked world.  God bless you, prayers to you and your family, and all your people there at FOX news.  Stay strong you guys, man do we need you guys right now."
Ugzy9Cd5A4CJAavtNVV4AaABAg_aug,851rIRWl7-A,The Salmon Chaos🍣,AugmentedUser,AugmentedCID,"Clearly, stupidity manifests in a variety of national forms.",Negative,0,0,2025-02-03 15:59:09,AU,26,"Video Title: The Salmon Chaos🍣. Comment: Clearly, stupidity manifests in a variety of national forms."
UgwlE8PspiuA9sm9tEt4AaABAg,VGkKUAcHug0,Restoring Power To My 90s Hot Hatch Ended Badly,@joshcliffejones,UCiIesuQbCKR-5QEsWp8VKiA,"How is Will’s pain and despair this funny? Thank you for your sacrifices Will and keep up the good work guys, you guys are bloody awesome!",Positive,0,0,2025-01-13 23:49:29,IE,2,"Video Title: Restoring Power To My 90s Hot Hatch Ended Badly. Comment: How is Will’s pain and despair this funny? Thank you for your sacrifices Will and keep up the good work guys, you guys are bloody awesome!"
UgwKQm9vTXM_cCKo6XR4AaABAg,vlpKyLklDDY,Great leadership starts with self-leadership | Lars Sudmann | TEDxUCLouvain,@joshblanton6175,UCQFpijoae_ffnftp3PT54mQ,"Until leadership is not dependent on man made money all ""leadership"" courses are biased.  Leadership doesn't mean ""striving for career or money""  This is not about leadership until the ""little"" person gets on the TED stage and tell their truth.  Not leadership here, monarchy and using the lower class and creating a leadership class to tell us how to do it.  Selling snake oil.",Negative,0,0,2024-01-25 06:05:30,US,25,"Video Title: Great leadership starts with self-leadership | Lars Sudmann | TEDxUCLouvain. Comment: Until leadership is not dependent on man made money all ""leadership"" courses are biased.  Leadership doesn't mean ""striving for career or money""  This is not about leadership until the ""little"" person gets on the TED stage and tell their truth.  Not leadership here, monarchy and using the lower class and creating a leadership class to tell us how to do it.  Selling snake oil."
UgwXuCE2HYIywDMt-5N4AaABAg,h0FjMOVSXMg,Rate Our Golf Swings!,@jaironhernandez6003,UCCQ7dcDruju5XTGPUQxBH9A,Jc is better than you guys,Negative,0,0,2025-01-11 17:40:07,GB,17,Video Title: Rate Our Golf Swings!. Comment: Jc is better than you guys
UgzPMNELiGKCqVo0Y314AaABAg,lLFhNZ-xtoc,Elon Musk Suffers MENTAL BREAKDOWN | The Kyle Kulinski Show,@RedDragon1898,UCSMyEAd8SbQpMC8T7A_649A,Always hated Musk after he purposely crashed crypto in 2021,Negative,0,0,2025-01-03 17:58:41,US,25,Video Title: Elon Musk Suffers MENTAL BREAKDOWN | The Kyle Kulinski Show. Comment: Always hated Musk after he purposely crashed crypto in 2021
UgxsqxgjX79p-o4KTnl4AaABAg,eXlBBp3olOY,Matt Gaetz Twitter Feud Escalates Quickly,@Simonjose7258,UCiPhi83ghg4wQhs9v-hKCpg,Omg! Who is sleeping with Matt Gaetz? 🤢🤮,Negative,4,4,2020-01-18 06:56:25,US,25,Video Title: Matt Gaetz Twitter Feud Escalates Quickly. Comment: Omg! Who is sleeping with Matt Gaetz? 🤢🤮
Ugyi3BF1_xyE3_IpamV4AaABAg,poQXNp9ItL4,Redux Tutorial - Learn Redux from Scratch,@piusvictor8780,UCIpSbD-5gpIybqdLM8_H4lw,"Mosh you are the heaven of programming, the way you explain concepts you trigger understand button at its quality, I have bought your angular, react, docker I enjoy to the fullest. Your full courses are high encourage for anyone who needs to understand and become the master in programming world. Appreciate your efforts ✨",Positive,0,0,2022-08-02 17:55:47,AU,27,"Video Title: Redux Tutorial - Learn Redux from Scratch. Comment: Mosh you are the heaven of programming, the way you explain concepts you trigger understand button at its quality, I have bought your angular, react, docker I enjoy to the fullest. Your full courses are high encourage for anyone who needs to understand and become the master in programming world. Appreciate your efforts ✨"
UgzM4wsVRW6GjZ6knRR4AaABAg_aug,DTBta08fXGU,Full React Tutorial #19 - Handling Fetch Errors,AugmentedUser,AugmentedCID,"My error is not being caught and it's logging the default error message. Here's the code: const Home = () => { const [blogs, setblog] = useState(null) const [loading,setLoading]=useState(true) const [error,setError]=useState(null) function Delete(id) { const newBlog = blogs.filter((blogs) => blogs.id !== id) setblog(newBlog) } useEffect(() => { setTimeout(()=>{ fetch("" .then(res => { if(!res.ok){ throw Error(""Could not throw data for that resource""); } console.log(res) return res.json(); }) .then((data) => { setblog(data); setLoading(false) setError(null) }) .catch((err)=>{ setError(err.message); setLoading(false); }) },3000) },[]); return ( <div className=""home""> <h2>Homepage</h2> {error && <div>{error}</div>} {loading && <div>Loading</div>} {blogs && <BlogList title=""All Blogs"" blogs={blogs} Delete={Delete}/>} </div> ); }",Negative,0,0,2025-02-02 14:59:37,GB,27,"Video Title: Full React Tutorial #19 - Handling Fetch Errors. Comment: My error is not being caught and it's logging the default error message. Here's the code: const Home = () => { const [blogs, setblog] = useState(null) const [loading,setLoading]=useState(true) const [error,setError]=useState(null) function Delete(id) { const newBlog = blogs.filter((blogs) => blogs.id !== id) setblog(newBlog) } useEffect(() => { setTimeout(()=>{ fetch("" .then(res => { if(!res.ok){ throw Error(""Could not throw data for that resource""); } console.log(res) return res.json(); }) .then((data) => { setblog(data); setLoading(false) setError(null) }) .catch((err)=>{ setError(err.message); setLoading(false); }) },3000) },[]); return ( <div className=""home""> <h2>Homepage</h2> {error && <div>{error}</div>} {loading && <div>Loading</div>} {blogs && <BlogList title=""All Blogs"" blogs={blogs} Delete={Delete}/>} </div> ); }"
UgzFrhx1Nsp_eJuTX5h4AaABAg,-hV6aeyPHPA,After a new engine her car dies on her way home makes me think the worst! 😱#fyp #mobile #love #help,@czrthegreat,UCSy4awYrvK7n3ckv2osIUyQ,"I get the feeling she was a lil shady. 
Like she knew she was in the area up to no good n the 1st place",Negative,0,0,2025-01-12 03:28:06,GB,26,"Video Title: After a new engine her car dies on her way home makes me think the worst! 😱#fyp #mobile #love #help. Comment: I get the feeling she was a lil shady. 
Like she knew she was in the area up to no good n the 1st place"
UgxqahcUV5PEjs1feTx4AaABAg,Far7GJch2KA,RTX 4090 Owners reaction to the reveal of RTX 5070,@SnowSnowYT,UCSREzFGaq0qRss9VmjpiZJQ,It does put a smile on my face,Positive,2,0,2025-01-09 18:12:28,IE,20,Video Title: RTX 4090 Owners reaction to the reveal of RTX 5070. Comment: It does put a smile on my face
UgxZxO07SG1DNkRcRoJ4AaABAg,Sgi0Xda5Tyc,Pehli Baar Mummy Papa Ke Saath| SHIRDI | Part 1,@babasaikijaya,UClUdgP54_jPe7-MhDuYvHIg,May Sai ji bless you with the biggest wish of yours ..Om Sai Ram❤,Positive,0,0,2025-01-11 10:19:40,CA,22,Video Title: Pehli Baar Mummy Papa Ke Saath| SHIRDI | Part 1. Comment: May Sai ji bless you with the biggest wish of yours ..Om Sai Ram❤
UgwuAXKg9i4lUzCdgMV4AaABAg,iik_F9gIOmc,How Squid Game was filmed! 😳 #shorts #squidgame,@MatviiAndDariaObbys,UCao0Qm4IZQYIo-1Xo6kLkCA,Fake,Negative,0,1,2025-01-14 06:45:11,IE,24,Video Title: How Squid Game was filmed! 😳 #shorts #squidgame. Comment: Fake
UgwLB0yHCWIdb9VROD94AaABAg,BdAdBR75qwE,The Shocking Thing This Boy Did on a Flight Will Change Your Mind! #shorts,@juanmanueleliassanchez2598,UCZfPio6k43rnSPxrRKfnYbQ,"Unos pellizcos y se calma. Si no, será un gran bulling en la escuela.  Terminará en la cárcel. 😢😢😢 Desde México.",Negative,76,3,2025-01-11 04:09:56,AU,24,"Video Title: The Shocking Thing This Boy Did on a Flight Will Change Your Mind! #shorts. Comment: Unos pellizcos y se calma. Si no, será un gran bulling en la escuela.  Terminará en la cárcel. 😢😢😢 Desde México."
UgyXBD6UIU6TJuzHMkx4AaABAg,4UZrsTqkcW4,"Full React Course 2020 - Learn Fundamentals, Hooks, Context API, React Router, Custom Hooks",@mrCetus,UCzw86ClXJvK97Nw1BDe2-BQ,"after three months I'm finishing this course and it's great, I went through depression, anxiety and so many other problems, but today I'm finishing this course.",Neutral,4,0,2022-01-17 18:53:52,US,27,"Video Title: Full React Course 2020 - Learn Fundamentals, Hooks, Context API, React Router, Custom Hooks. Comment: after three months I'm finishing this course and it's great, I went through depression, anxiety and so many other problems, but today I'm finishing this course."
UgxquYJ5Qb3W2tOPgXV4AaABAg,d_gWNVW0osg,ABC World News Tonight with David Muir Full Broadcast - January 6th 2025,@billstevens9190,UC0s9Ed7NbodhnG4sl8aJaMA,Putin said he hasn't talk to Trump on 4 years. Trump well not stop his lying.,Negative,0,0,2025-01-08 02:04:21,US,25,Video Title: ABC World News Tonight with David Muir Full Broadcast - January 6th 2025. Comment: Putin said he hasn't talk to Trump on 4 years. Trump well not stop his lying.
